win_loss,game_location,game_date,game_duration,game_player,game_agent,game_avgScore,game_kda,game_attackKills,game_attackDeaths,game_attackAssists,game_attackKD,game_attackDamage,game_defenseKills,game_defenseDeaths,game_defenseAssists,game_defenseKD,game_defenseDamage,game_weapon_type,game_weapon_name,game_weapon_kills,game_weapon_damage
Loss,Haven,"10/03/20, 8:35 PM",25m 48s,hockeymaniac,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,64,3/14/2002,2,2,1,1,229,1,12,1,0.1,313,Shotguns,Bucky,2,332
Loss,Haven,"10/03/20, 8:35 PM",25m 48s,hockeymaniac,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,64,3/14/2002,2,2,1,1,229,1,12,1,0.1,313,SMGs,Spectre,1,156
Win,Bind,"10/03/20, 7:52 PM",30m 11s,Yourix,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,373,25 / 8 / 3,6,2,1,3,1063,19,6,2,3.2,2994,Assault Rifles,Vandal,12,2061
Win,Bind,"10/03/20, 7:52 PM",30m 11s,Yourix,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,373,25 / 8 / 3,6,2,1,3,1063,19,6,2,3.2,2994,Assault Rifles,Phantom,6,1009
Win,Bind,"10/03/20, 7:52 PM",30m 11s,Yourix,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,373,25 / 8 / 3,6,2,1,3,1063,19,6,2,3.2,2994,Sidearms,Ghost,1,137
Win,Bind,"10/03/20, 7:52 PM",30m 11s,Yourix,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,373,25 / 8 / 3,6,2,1,3,1063,19,6,2,3.2,2994,SMGs,Spectre,1,110
Win,Bind,"10/03/20, 7:52 PM",30m 11s,Yourix,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,373,25 / 8 / 3,6,2,1,3,1063,19,6,2,3.2,2994,Sidearms,Classic,1,102
Win,Bind,"10/03/20, 7:52 PM",30m 11s,shottyxD1,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,272,19 / 11 / 5,4,5,4,0.8,956,15,6,1,2.5,2456,Assault Rifles,Phantom,9,1900
Win,Bind,"10/03/20, 7:52 PM",30m 11s,shottyxD1,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,272,19 / 11 / 5,4,5,4,0.8,956,15,6,1,2.5,2456,Assault Rifles,Vandal,6,1209
Win,Bind,"10/03/20, 7:52 PM",30m 11s,shottyxD1,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,272,19 / 11 / 5,4,5,4,0.8,956,15,6,1,2.5,2456,Sidearms,Classic,2,204
Win,Bind,"10/03/20, 7:52 PM",30m 11s,shottyxD1,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,272,19 / 11 / 5,4,5,4,0.8,956,15,6,1,2.5,2456,Sniper Rifles,Operator,1,150
Win,Bind,"10/03/20, 7:52 PM",30m 11s,shottyxD1,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,272,19 / 11 / 5,4,5,4,0.8,956,15,6,1,2.5,2456,Sidearms,Ghost,1,113
Win,Bind,"10/03/20, 7:52 PM",30m 11s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,235,18 / 11 / 1,11,4,0,2.8,1195,7,7,1,1,909,Sidearms,Ghost,7,895
Win,Bind,"10/03/20, 7:52 PM",30m 11s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,235,18 / 11 / 1,11,4,0,2.8,1195,7,7,1,1,909,Assault Rifles,Vandal,7,822
Win,Bind,"10/03/20, 7:52 PM",30m 11s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,235,18 / 11 / 1,11,4,0,2.8,1195,7,7,1,1,909,SMGs,Spectre,3,414
Win,Bind,"10/03/20, 7:52 PM",30m 11s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,235,18 / 11 / 1,11,4,0,2.8,1195,7,7,1,1,909,Assault Rifles,Phantom,1,175
Win,Bind,"10/03/20, 7:52 PM",30m 11s,McDavyToWavy,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,181,12/14/2002,8,4,0,2,855,4,10,2,0.4,1099,Assault Rifles,Phantom,7,914
Win,Bind,"10/03/20, 7:52 PM",30m 11s,McDavyToWavy,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,181,12/14/2002,8,4,0,2,855,4,10,2,0.4,1099,Assault Rifles,Vandal,2,296
Win,Bind,"10/03/20, 7:52 PM",30m 11s,McDavyToWavy,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,181,12/14/2002,8,4,0,2,855,4,10,2,0.4,1099,Sidearms,Shorty,1,198
Win,Bind,"10/03/20, 7:52 PM",30m 11s,McDavyToWavy,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,181,12/14/2002,8,4,0,2,855,4,10,2,0.4,1099,Sidearms,Classic,1,154
Win,Bind,"10/03/20, 7:52 PM",30m 11s,McDavyToWavy,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,181,12/14/2002,8,4,0,2,855,4,10,2,0.4,1099,Sidearms,Ghost,1,100
Win,Bind,"10/03/20, 7:52 PM",30m 11s,z3zmo,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,177,11/14/2008,4,5,1,0.8,646,7,9,7,0.8,1533,Assault Rifles,Vandal,11,1988
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,CCloudzz,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,218,13 / 17 / 5,11,10,3,1.1,1997,2,7,2,0.3,625,Assault Rifles,Vandal,5,892
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,CCloudzz,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,218,13 / 17 / 5,11,10,3,1.1,1997,2,7,2,0.3,625,Assault Rifles,Guardian,2,400
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,CCloudzz,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,218,13 / 17 / 5,11,10,3,1.1,1997,2,7,2,0.3,625,Heavy Weapons,Ares,2,398
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,CCloudzz,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,218,13 / 17 / 5,11,10,3,1.1,1997,2,7,2,0.3,625,Sidearms,Ghost,3,346
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,CCloudzz,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,218,13 / 17 / 5,11,10,3,1.1,1997,2,7,2,0.3,625,SMGs,Spectre,1,166
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,Yakfal7Return,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,213,14 / 15 / 4,9,9,3,1,1772,5,6,1,0.8,880,Assault Rifles,Phantom,5,1081
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,Yakfal7Return,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,213,14 / 15 / 4,9,9,3,1,1772,5,6,1,0.8,880,SMGs,Stinger,2,403
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,Yakfal7Return,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,213,14 / 15 / 4,9,9,3,1,1772,5,6,1,0.8,880,Assault Rifles,Vandal,1,240
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,Yakfal7Return,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,213,14 / 15 / 4,9,9,3,1,1772,5,6,1,0.8,880,Shotguns,Bucky,1,213
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,Yakfal7Return,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,213,14 / 15 / 4,9,9,3,1,1772,5,6,1,0.8,880,Heavy Weapons,Ares,1,158
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,Kelticknot,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,212,11/16/2007,6,10,5,0.6,1628,5,6,2,0.8,974,Assault Rifles,Vandal,8,1464
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,Kelticknot,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,212,11/16/2007,6,10,5,0.6,1628,5,6,2,0.8,974,SMGs,Spectre,1,182
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,Kelticknot,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,212,11/16/2007,6,10,5,0.6,1628,5,6,2,0.8,974,Sidearms,Classic,1,158
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,Kelticknot,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,212,11/16/2007,6,10,5,0.6,1628,5,6,2,0.8,974,Shotguns,Judge,1,153
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,ForceMajueure,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,198,12/19/2004,6,12,3,0.5,1277,6,7,1,0.9,851,SMGs,Spectre,5,724
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,ForceMajueure,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,198,12/19/2004,6,12,3,0.5,1277,6,7,1,0.9,851,Assault Rifles,Bulldog,3,594
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,ForceMajueure,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,198,12/19/2004,6,12,3,0.5,1277,6,7,1,0.9,851,Assault Rifles,Vandal,3,485
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,ForceMajueure,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,198,12/19/2004,6,12,3,0.5,1277,6,7,1,0.9,851,Sidearms,Classic,1,122
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,mcmacaroon,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/cypher_thumb.png,145,8/18/2005,6,11,4,0.5,1352,2,7,1,0.3,412,Heavy Weapons,Ares,3,498
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,mcmacaroon,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/cypher_thumb.png,145,8/18/2005,6,11,4,0.5,1352,2,7,1,0.3,412,Assault Rifles,Phantom,3,487
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,mcmacaroon,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/cypher_thumb.png,145,8/18/2005,6,11,4,0.5,1352,2,7,1,0.3,412,Sidearms,Classic,1,143
Loss,Bind,"10/03/20, 7:52 PM",30m 11s,mcmacaroon,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/cypher_thumb.png,145,8/18/2005,6,11,4,0.5,1352,2,7,1,0.3,412,SMGs,Spectre,1,0
